PHYSICAL_CITY,year,Quarter,how_many,avg_sale_price,avg_sqft
MORRISVILLE,2017,1,76,339576.315789473684,2342.1052631578947368
MORRISVILLE,2017,2,107,350144.859813084112,2409.2616822429906542
MORRISVILLE,2017,3,126,351903.174603174603,2382.2698412698412698
MORRISVILLE,2017,4,116,355094.827586206897,2280.9482758620689655
NEW HILL,2017,1,12,440625.000000000000,3288.6666666666666667
NEW HILL,2017,2,23,457500.000000000000,3289.0000000000000000
NEW HILL,2017,3,18,467694.444444444444,3314.5000000000000000
NEW HILL,2017,4,18,466416.666666666667,3309.7777777777777778
RALEIGH,2017,1,1086,304074.677716390424,2221.7900552486187845
RALEIGH,2017,2,1728,315060.734953703704,2254.1429398148148148
RALEIGH,2017,3,1598,307078.035043804756,2235.1539424280350438
RALEIGH,2017,4,1371,311007.585703865791,2243.6440554339897885
ROLESVILLE,2017,1,42,334714.285714285714,2834.9047619047619048
ROLESVILLE,2017,2,60,342378.333333333333,2883.6166666666666667
ROLESVILLE,2017,3,54,334500.000000000000,2817.9074074074074074
ROLESVILLE,2017,4,45,311566.666666666667,2707.8888888888888889
WAKE FOREST,2017,1,231,336329.004329004329,2698.5800865800865801
WAKE FOREST,2017,2,316,348363.291139240506,2725.8955696202531646
WAKE FOREST,2017,3,330,342646.969696969697,2681.1363636363636364
WAKE FOREST,2017,4,336,338904.761904761905,2617.2619047619047619
WENDELL,2017,1,68,220867.647058823529,2000.8529411764705882
WENDELL,2017,2,80,239031.250000000000,2027.8250000000000000
WENDELL,2017,3,87,228602.298850574713,2013.6896551724137931
WENDELL,2017,4,84,236583.333333333333,2026.0714285714285714
WILLOW SPRING,2017,1,32,244843.750000000000,2183.7812500000000000
WILLOW SPRING,2017,2,38,260026.315789473684,2331.1578947368421053
WILLOW SPRING,2017,3,32,239984.375000000000,2129.8125000000000000
WILLOW SPRING,2017,4,30,262916.666666666667,2309.6666666666666667
ZEBULON,2017,1,31,210403.225806451613,2031.5483870967741935
ZEBULON,2017,2,47,207274.468085106383,1998.7446808510638298
ZEBULON,2017,3,49,218155.102040816327,2066.2653061224489796
ZEBULON,2017,4,64,207585.937500000000,2005.9062500000000000
ANGIER,2016,1,8,250812.500000000000,2786.5000000000000000
ANGIER,2016,2,4,299625.000000000000,3118.5000000000000000
ANGIER,2016,3,4,262125.000000000000,2568.7500000000000000
ANGIER,2016,4,2,254500.000000000000,2516.5000000000000000
APEX,2016,1,240,358020.833333333333,2696.6875000000000000
APEX,2016,2,394,366076.142131979695,2653.2081218274111675
APEX,2016,3,421,374578.384798099762,2707.3990498812351544
APEX,2016,4,353,376500.000000000000,2661.8300283286118980
CARY,2016,1,398,350836.726130653266,2525.9246231155778894
CARY,2016,2,679,379550.073637702504,2616.9013254786450663
CARY,2016,3,604,378643.211920529801,2582.7201986754966887
CARY,2016,4,491,371052.953156822811,2589.9898167006109980
CLAYTON,2016,1,4,149000.000000000000,1535.5000000000000000
CLAYTON,2016,3,3,178333.333333333333,2008.0000000000000000
CLAYTON,2016,4,4,215625.000000000000,1767.0000000000000000
CREEDMOOR,2016,1,1,350000.000000000000,2440.0000000000000000
DURHAM,2016,1,4,240000.000000000000,1728.7500000000000000
DURHAM,2016,2,19,246947.368421052632,1747.1578947368421053
DURHAM,2016,3,13,265076.923076923077,1842.4615384615384615
FUQUAY VARINA,2016,1,190,259263.157894736842,2339.3526315789473684
FUQUAY VARINA,2016,2,245,271363.265306122449,2422.0204081632653061
FUQUAY VARINA,2016,3,242,273312.396694214876,2366.9586776859504132
FUQUAY VARINA,2016,4,212,274043.396226415094,2337.5754716981132075
GARNER,2016,1,46,178230.434782608696,1914.8260869565217391
GARNER,2016,2,91,216840.659340659341,2089.1428571428571429
GARNER,2016,3,109,216141.284403669725,2016.1743119266055046
GARNER,2016,4,96,217585.416666666667,2059.2187500000000000
HOLLY SPRINGS,2016,1,146,308756.849315068493,2462.1301369863013699
HOLLY SPRINGS,2016,2,230,336230.434782608696,2596.3913043478260870
HOLLY SPRINGS,2016,3,236,349699.576271186441,2636.2838983050847458
HOLLY SPRINGS,2016,4,200,350670.000000000000,2588.8200000000000000
KNIGHTDALE,2016,1,64,227445.312500000000,2265.9218750000000000
KNIGHTDALE,2016,2,142,230492.957746478873,2309.6408450704225352
KNIGHTDALE,2016,3,139,215435.251798561151,2086.7841726618705036
KNIGHTDALE,2016,4,102,222230.392156862745,2183.8725490196078431
MORRISVILLE,2016,1,70,286285.714285714286,2024.6857142857142857
MORRISVILLE,2016,2,116,303508.620689655172,2204.9396551724137931
MORRISVILLE,2016,3,121,306888.429752066116,2175.3719008264462810
MORRISVILLE,2016,4,116,320383.620689655172,2271.3189655172413793
NEW HILL,2016,1,1,168000.000000000000,1144.0000000000000000
NEW HILL,2016,3,10,396700.000000000000,3132.2000000000000000
NEW HILL,2016,4,7,506928.571428571429,3925.5714285714285714
RALEIGH,2016,1,951,267740.273396424816,2163.7928496319663512
RALEIGH,2016,2,1583,296906.714466203411,2247.3682880606443462
RALEIGH,2016,3,1517,290186.552406064601,2180.4772577455504285
RALEIGH,2016,4,1231,291420.634443541836,2196.7343623070674249
ROLESVILLE,2016,1,32,321453.125000000000,2794.6562500000000000
ROLESVILLE,2016,2,55,302400.000000000000,2625.7272727272727273
ROLESVILLE,2016,3,56,297821.428571428571,2583.7857142857142857
ROLESVILLE,2016,4,37,346391.891891891892,2913.0270270270270270
WAKE FOREST,2016,1,154,305730.519480519481,2581.5259740259740260
WAKE FOREST,2016,2,312,329789.634615384615,2692.6410256410256410
WAKE FOREST,2016,3,283,324800.706713780919,2679.9434628975265018
WAKE FOREST,2016,4,271,330511.070110701107,2639.8007380073800738
WENDELL,2016,1,66,194803.030303030303,1973.6212121212121212
WENDELL,2016,2,84,211422.285714285714,1994.7500000000000000
WENDELL,2016,3,70,219525.714285714286,2059.8857142857142857
WENDELL,2016,4,80,220981.250000000000,2098.8250000000000000
WILLOW SPRING,2016,1,18,265250.000000000000,2445.5000000000000000
WILLOW SPRING,2016,2,22,229250.000000000000,2085.5000000000000000
WILLOW SPRING,2016,3,30,222233.333333333333,2032.5000000000000000
WILLOW SPRING,2016,4,24,222083.333333333333,2075.2083333333333333
YOUNGSVILLE,2016,1,1,136500.000000000000,1218.0000000000000000
YOUNGSVILLE,2016,2,1,115000.000000000000,1432.0000000000000000
YOUNGSVILLE,2016,3,2,129500.000000000000,1116.5000000000000000
YOUNGSVILLE,2016,4,1,144500.000000000000,1248.0000000000000000
ZEBULON,2016,1,27,168777.777777777778,1831.3703703703703704
ZEBULON,2016,2,60,199125.000000000000,2080.1833333333333333
ZEBULON,2016,3,41,208253.658536585366,2106.1951219512195122
ZEBULON,2016,4,30,228966.666666666667,2315.5333333333333333
ANGIER,2015,1,4,242500.000000000000,2443.2500000000000000
ANGIER,2015,2,5,258600.000000000000,2946.4000000000000000
ANGIER,2015,3,6,263500.000000000000,3087.5000000000000000
ANGIER,2015,4,5,279600.000000000000,2847.2000000000000000
APEX,2015,1,220,315938.636363636364,2541.0000000000000000
APEX,2015,2,325,324760.000000000000,2527.1876923076923077
APEX,2015,3,341,329690.615835777126,2544.2903225806451613
APEX,2015,4,291,356625.429553264605,2683.5463917525773196
CARY,2015,1,323,346752.325077399381,2558.8761609907120743
CARY,2015,2,539,368440.630797773655,2662.1669758812615955
CARY,2015,3,573,350076.788830715532,2543.2565445026178010
CARY,2015,4,546,357426.739926739927,2558.2234432234432234
CLAYTON,2015,1,1,99000.000000000000,1086.0000000000000000
CLAYTON,2015,2,4,130750.000000000000,1739.2500000000000000
CLAYTON,2015,3,6,170666.666666666667,1647.1666666666666667
CLAYTON,2015,4,3,152500.000000000000,2472.6666666666666667
CREEDMOOR,2015,1,1,28500.000000000000,1624.0000000000000000
DURHAM,2015,1,2,238250.000000000000,1778.0000000000000000
DURHAM,2015,2,7,232214.285714285714,1753.5714285714285714
DURHAM,2015,3,12,241541.666666666667,1732.0000000000000000
DURHAM,2015,4,6,240416.666666666667,1715.0000000000000000
FUQUAY VARINA,2015,1,150,250140.000000000000,2369.3266666666666667
FUQUAY VARINA,2015,2,200,249604.500000000000,2345.4200000000000000
FUQUAY VARINA,2015,3,235,247602.127659574468,2281.7617021276595745
FUQUAY VARINA,2015,4,185,263459.459459459459,2373.0486486486486486
GARNER,2015,1,60,201400.000000000000,2160.7166666666666667
GARNER,2015,2,81,199481.481481481481,2057.5925925925925926
GARNER,2015,3,85,183235.294117647059,1874.0235294117647059
GARNER,2015,4,65,180670.769230769231,1952.6615384615384615
HOLLY SPRINGS,2015,1,128,286105.468750000000,2486.2656250000000000
HOLLY SPRINGS,2015,2,211,311478.672985781991,2623.0995260663507109
HOLLY SPRINGS,2015,3,173,318147.398843930636,2618.5953757225433526
HOLLY SPRINGS,2015,4,187,324398.395721925134,2584.8449197860962567
KNIGHTDALE,2015,1,71,204590.140845070423,2211.0422535211267606
KNIGHTDALE,2015,2,111,207152.252252252252,2247.9459459459459459
KNIGHTDALE,2015,3,103,210058.252427184466,2217.3883495145631068
KNIGHTDALE,2015,4,109,225711.009174311927,2291.7339449541284404
MORRISVILLE,2015,1,77,288694.805194805195,2182.5974025974025974
MORRISVILLE,2015,2,118,313076.271186440678,2385.0084745762711864
MORRISVILLE,2015,3,140,302803.571428571429,2285.7500000000000000
MORRISVILLE,2015,4,121,300776.859504132231,2216.8512396694214876
RALEIGH,2015,1,911,255340.504939626784,2130.3677277716794731
RALEIGH,2015,2,1377,280530.646332607117,2240.5330428467683370
RALEIGH,2015,3,1362,277330.102790014684,2208.4897209985315712
RALEIGH,2015,4,1089,281689.981634527089,2206.6280991735537190
ROLESVILLE,2015,1,35,296685.714285714286,2691.4571428571428571
ROLESVILLE,2015,2,31,274709.677419354839,2467.2580645161290323
ROLESVILLE,2015,3,44,319943.181818181818,2803.2727272727272727
ROLESVILLE,2015,4,51,297557.549019607843,2626.4313725490196078
WAKE FOREST,2015,1,158,289354.430379746835,2553.0316455696202532
WAKE FOREST,2015,2,241,316863.070539419087,2665.0871369294605809
WAKE FOREST,2015,3,254,311612.204724409449,2616.2992125984251969
WAKE FOREST,2015,4,225,327757.777777777778,2712.7111111111111111
WENDELL,2015,1,22,134795.454545454545,1575.5000000000000000
WENDELL,2015,2,30,146183.333333333333,1616.8000000000000000
WENDELL,2015,3,35,154714.285714285714,1697.8000000000000000
WENDELL,2015,4,50,187270.000000000000,1976.7200000000000000
WILLOW SPRING,2015,1,20,228175.000000000000,2178.1500000000000000
WILLOW SPRING,2015,2,32,215531.250000000000,2062.4687500000000000
WILLOW SPRING,2015,3,42,226511.904761904762,2211.8333333333333333
WILLOW SPRING,2015,4,22,225577.863636363636,2198.6363636363636364
YOUNGSVILLE,2015,1,1,126500.000000000000,1199.0000000000000000
ZEBULON,2015,1,30,185883.333333333333,2023.5333333333333333
ZEBULON,2015,2,35,202171.428571428571,2188.9714285714285714
ZEBULON,2015,3,50,180538.000000000000,2018.5400000000000000
ZEBULON,2015,4,37,193108.108108108108,2047.2702702702702703
ANGIER,2014,1,5,191600.000000000000,2081.4000000000000000
ANGIER,2014,2,4,185000.000000000000,1872.5000000000000000
ANGIER,2014,3,1,212000.000000000000,2425.0000000000000000
ANGIER,2014,4,10,221700.000000000000,2511.7000000000000000
APEX,2014,1,164,319207.317073170732,2610.1890243902439024
APEX,2014,2,295,318537.288135593220,2627.7457627118644068
APEX,2014,3,249,318787.148594377510,2597.1566265060240964
APEX,2014,4,236,324165.254237288136,2630.7669491525423729
CARY,2014,1,293,334696.245733788396,2648.8498293515358362
CARY,2014,2,527,352904.174573055028,2719.1062618595825427
CARY,2014,3,481,333256.756756756757,2582.4823284823284823
CARY,2014,4,434,343622.119815668203,2608.3894009216589862
CLAYTON,2014,1,2,138000.000000000000,1418.5000000000000000
CLAYTON,2014,2,2,124750.000000000000,1536.0000000000000000
CLAYTON,2014,3,1,169500.000000000000,1600.0000000000000000
CLAYTON,2014,4,3,149833.333333333333,1869.3333333333333333
DURHAM,2014,3,7,219000.000000000000,1739.0000000000000000
DURHAM,2014,4,1,251000.000000000000,1728.0000000000000000
FUQUAY VARINA,2014,1,110,236300.000000000000,2277.5545454545454545
FUQUAY VARINA,2014,2,142,215282.577464788732,2189.5422535211267606
FUQUAY VARINA,2014,3,176,233384.090909090909,2304.4943181818181818
FUQUAY VARINA,2014,4,180,224577.222222222222,2237.5888888888888889
GARNER,2014,1,60,183916.666666666667,2062.2000000000000000
GARNER,2014,2,86,189290.697674418605,2073.7790697674418605
GARNER,2014,3,81,172339.506172839506,1914.5802469135802469
GARNER,2014,4,78,188448.717948717949,2046.9358974358974359
HOLLY SPRINGS,2014,1,89,283511.235955056180,2602.0112359550561798
HOLLY SPRINGS,2014,2,123,292788.617886178862,2535.7235772357723577
HOLLY SPRINGS,2014,3,153,278032.679738562092,2430.9346405228758170
HOLLY SPRINGS,2014,4,120,281479.166666666667,2541.7666666666666667
KNIGHTDALE,2014,1,64,192507.812500000000,2247.3750000000000000
KNIGHTDALE,2014,2,87,169966.666666666667,1887.4367816091954023
KNIGHTDALE,2014,3,77,197045.454545454545,2204.4025974025974026
KNIGHTDALE,2014,4,87,203483.908045977011,2232.6896551724137931
MORRISVILLE,2014,1,70,307728.571428571429,2587.3285714285714286
MORRISVILLE,2014,2,103,315155.339805825243,2589.7475728155339806
MORRISVILLE,2014,3,118,317538.135593220339,2573.8898305084745763
MORRISVILLE,2014,4,108,298574.074074074074,2384.7500000000000000
NEW HILL,2014,2,1,173900.000000000000,1867.0000000000000000
RALEIGH,2014,1,704,251340.056818181818,2194.2315340909090909
RALEIGH,2014,2,1151,264060.903562119896,2223.1702867072111208
RALEIGH,2014,3,1163,266759.501289767842,2221.4428202923473775
RALEIGH,2014,4,1032,264339.922480620155,2191.5823643410852713
ROLESVILLE,2014,1,50,302910.000000000000,2595.5800000000000000
ROLESVILLE,2014,2,49,332326.530612244898,2852.7959183673469388
ROLESVILLE,2014,3,41,324146.341463414634,2866.9268292682926829
ROLESVILLE,2014,4,41,312560.975609756098,2866.4390243902439024
WAKE FOREST,2014,1,138,279293.478260869565,2543.0000000000000000
WAKE FOREST,2014,2,226,295059.734513274336,2645.6592920353982301
WAKE FOREST,2014,3,231,297342.424242424242,2610.6406926406926407
WAKE FOREST,2014,4,167,299942.514970059880,2649.9101796407185629
WENDELL,2014,1,15,110333.333333333333,1387.1333333333333333
WENDELL,2014,2,32,143062.500000000000,1798.6250000000000000
WENDELL,2014,3,32,138015.625000000000,1721.4687500000000000
WENDELL,2014,4,29,172448.275862068966,1882.8275862068965517
WILLOW SPRING,2014,1,17,192323.529411764706,2071.9411764705882353
WILLOW SPRING,2014,2,20,219025.000000000000,2136.7500000000000000
WILLOW SPRING,2014,3,18,211750.000000000000,2164.7777777777777778
WILLOW SPRING,2014,4,24,228083.333333333333,2240.6666666666666667
YOUNGSVILLE,2014,1,3,115666.666666666667,1460.6666666666666667
YOUNGSVILLE,2014,3,2,112500.000000000000,1235.5000000000000000
YOUNGSVILLE,2014,4,2,124250.000000000000,1247.5000000000000000
ZEBULON,2014,1,18,132555.555555555556,1645.0000000000000000
ZEBULON,2014,2,31,188709.677419354839,2077.6129032258064516
ZEBULON,2014,3,40,161600.000000000000,1834.8500000000000000
ZEBULON,2014,4,37,186175.675675675676,2112.7297297297297297
ANGIER,2013,1,4,224625.000000000000,2968.2500000000000000
ANGIER,2013,2,3,168166.666666666667,1976.0000000000000000
ANGIER,2013,3,6,217833.333333333333,2806.6666666666666667
ANGIER,2013,4,4,227125.000000000000,2874.0000000000000000
APEX,2013,1,153,279950.980392156863,2532.1176470588235294
APEX,2013,2,250,315652.000000000000,2707.5640000000000000
APEX,2013,3,239,317345.188284518828,2723.4351464435146444
APEX,2013,4,252,313672.619047619048,2673.8373015873015873
CARY,2013,1,263,318045.627376425856,2701.3384030418250951
CARY,2013,2,462,325734.848484848485,2679.5865800865800866
CARY,2013,3,443,316986.455981941309,2538.8735891647855530
CARY,2013,4,402,318483.830845771144,2520.6243781094527363
CLAYTON,2013,1,2,82000.000000000000,1425.0000000000000000
CLAYTON,2013,3,2,138000.000000000000,1483.0000000000000000
CLAYTON,2013,4,2,127500.000000000000,1766.0000000000000000
CREEDMOOR,2013,2,1,167500.000000000000,1605.0000000000000000
FUQUAY VARINA,2013,1,115,203313.043478260870,2165.0695652173913043
FUQUAY VARINA,2013,2,178,216682.584269662921,2240.0898876404494382
FUQUAY VARINA,2013,3,161,217456.521739130435,2213.9689440993788820
FUQUAY VARINA,2013,4,140,222867.857142857143,2248.4000000000000000
GARNER,2013,1,53,189703.773584905660,2103.0000000000000000
GARNER,2013,2,60,157443.333333333333,1882.4000000000000000
GARNER,2013,3,62,174524.193548387097,1982.3548387096774194
GARNER,2013,4,56,188321.428571428571,2106.3928571428571429
HOLLY SPRINGS,2013,1,81,248654.320987654321,2402.9012345679012346
HOLLY SPRINGS,2013,2,134,262854.477611940299,2393.5895522388059701
HOLLY SPRINGS,2013,3,129,278507.751937984496,2543.1550387596899225
HOLLY SPRINGS,2013,4,120,288020.833333333333,2585.0166666666666667
KNIGHTDALE,2013,1,43,171139.534883720930,2150.6744186046511628
KNIGHTDALE,2013,2,64,171875.000000000000,2029.2500000000000000
KNIGHTDALE,2013,3,82,178526.829268292683,2114.7560975609756098
KNIGHTDALE,2013,4,53,181965.622641509434,2117.9056603773584906
MORRISVILLE,2013,1,74,248317.567567567568,2246.9864864864864865
MORRISVILLE,2013,2,110,290422.727272727273,2565.7727272727272727
MORRISVILLE,2013,3,84,285315.476190476190,2583.4880952380952381
MORRISVILLE,2013,4,90,284583.333333333333,2496.2111111111111111
NEW HILL,2013,1,1,38000.000000000000,1488.0000000000000000
NEW HILL,2013,2,1,225000.000000000000,2037.0000000000000000
RALEIGH,2013,1,679,239394.403534609720,2185.6804123711340206
RALEIGH,2013,2,1172,248902.559726962457,2202.5921501706484642
RALEIGH,2013,3,1047,259389.589302769819,2254.6991404011461318
RALEIGH,2013,4,896,261000.558035714286,2255.2042410714285714
ROLESVILLE,2013,1,27,269144.444444444444,2762.3333333333333333
ROLESVILLE,2013,2,39,287653.846153846154,2549.2051282051282051
ROLESVILLE,2013,3,44,289784.090909090909,2633.4090909090909091
ROLESVILLE,2013,4,47,292446.808510638298,2692.3404255319148936
WAKE FOREST,2013,1,112,296071.428571428571,2766.8303571428571429
WAKE FOREST,2013,2,178,298115.168539325843,2709.4550561797752809
WAKE FOREST,2013,3,172,295955.232558139535,2679.6918604651162791
WAKE FOREST,2013,4,132,301545.454545454545,2742.7500000000000000
WENDELL,2013,1,19,134421.052631578947,1652.8421052631578947
WENDELL,2013,2,21,133595.238095238095,1613.3809523809523810
WENDELL,2013,3,25,137020.000000000000,1706.7200000000000000
WENDELL,2013,4,23,131456.521739130435,1646.4782608695652174
WILLOW SPRING,2013,1,9,174222.222222222222,1917.1111111111111111
WILLOW SPRING,2013,2,31,198758.064516129032,1942.9354838709677419
WILLOW SPRING,2013,3,23,185260.869565217391,1940.0434782608695652
WILLOW SPRING,2013,4,25,199060.000000000000,2059.0400000000000000
YOUNGSVILLE,2013,1,2,116500.000000000000,1143.0000000000000000
ZEBULON,2013,1,24,145500.000000000000,1803.5000000000000000
ZEBULON,2013,2,24,220020.833333333333,2306.7500000000000000
ZEBULON,2013,3,23,167391.304347826087,1827.0869565217391304
ZEBULON,2013,4,16,181231.250000000000,1936.1875000000000000
ANGIER,2012,4,1,168000.000000000000,2043.0000000000000000
APEX,2012,1,67,274738.805970149254,2578.8805970149253731
APEX,2012,2,151,290715.231788079470,2561.1589403973509934
APEX,2012,3,141,287858.156028368794,2574.5106382978723404
APEX,2012,4,134,294771.582089552239,2650.5149253731343284
CARY,2012,1,173,299254.335260115607,2555.1791907514450867
CARY,2012,2,308,308758.116883116883,2571.2012987012987013
CARY,2012,3,278,330566.546762589928,2743.5683453237410072
CARY,2012,4,304,341906.250000000000,2845.0921052631578947
CLAYTON,2012,1,3,129166.666666666667,1400.6666666666666667
CLAYTON,2012,3,2,163500.000000000000,1598.0000000000000000
FUQUAY VARINA,2012,1,46,193782.608695652174,2089.0869565217391304
FUQUAY VARINA,2012,2,84,229500.000000000000,2380.3809523809523810
FUQUAY VARINA,2012,3,78,216064.102564102564,2215.1794871794871795
FUQUAY VARINA,2012,4,81,219000.000000000000,2181.4938271604938272
GARNER,2012,1,30,175116.666666666667,2108.9333333333333333
GARNER,2012,2,41,166702.439024390244,1980.3902439024390244
GARNER,2012,3,42,168590.476190476190,2006.8095238095238095
GARNER,2012,4,60,175660.300000000000,1905.6166666666666667
HOLLY SPRINGS,2012,1,62,250000.000000000000,2494.7741935483870968
HOLLY SPRINGS,2012,2,100,262380.000000000000,2506.3200000000000000
HOLLY SPRINGS,2012,3,111,256608.108108108108,2507.3063063063063063
HOLLY SPRINGS,2012,4,79,273949.367088607595,2640.7088607594936709
KNIGHTDALE,2012,1,31,182258.064516129032,2244.6129032258064516
KNIGHTDALE,2012,2,47,168468.085106382979,2008.8510638297872340
KNIGHTDALE,2012,3,63,175571.428571428571,2138.2222222222222222
KNIGHTDALE,2012,4,55,174445.454545454545,2082.5818181818181818
MORRISVILLE,2012,1,66,279931.818181818182,2538.8939393939393939
MORRISVILLE,2012,2,85,253305.882352941176,2300.7764705882352941
MORRISVILLE,2012,3,87,250591.954022988506,2280.7356321839080460
MORRISVILLE,2012,4,101,264970.297029702970,2403.4752475247524752
RALEIGH,2012,1,451,248017.738359201774,2335.6674057649667406
RALEIGH,2012,2,751,258193.475366178429,2277.4047936085219707
RALEIGH,2012,3,700,252287.957142857143,2245.8142857142857143
RALEIGH,2012,4,690,255360.856521739130,2279.6985507246376812
ROLESVILLE,2012,1,14,229071.428571428571,2613.2857142857142857
ROLESVILLE,2012,2,20,244625.000000000000,2811.7000000000000000
ROLESVILLE,2012,3,15,214666.666666666667,2261.6666666666666667
ROLESVILLE,2012,4,26,294076.923076923077,2856.4230769230769231
WAKE FOREST,2012,1,85,286664.705882352941,2645.2117647058823529
WAKE FOREST,2012,2,129,282368.217054263566,2657.8527131782945736
WAKE FOREST,2012,3,138,304322.130434782609,2770.6086956521739130
WAKE FOREST,2012,4,146,283496.575342465753,2687.1164383561643836
WENDELL,2012,1,11,127045.454545454545,1602.6363636363636364
WENDELL,2012,2,17,145705.882352941176,1769.8235294117647059
WENDELL,2012,3,22,130318.181818181818,1563.2727272727272727
WENDELL,2012,4,20,136400.000000000000,1634.6500000000000000
WILLOW SPRING,2012,1,11,196681.818181818182,2231.0000000000000000
WILLOW SPRING,2012,2,9,152722.222222222222,1742.6666666666666667
WILLOW SPRING,2012,3,14,197678.571428571429,2017.5714285714285714
WILLOW SPRING,2012,4,14,215535.714285714286,2337.4285714285714286
YOUNGSVILLE,2012,3,2,115250.000000000000,1440.0000000000000000
ZEBULON,2012,1,10,108500.000000000000,1696.8000000000000000
ZEBULON,2012,2,17,159794.117647058824,1868.9411764705882353
ZEBULON,2012,3,18,177166.666666666667,1998.5555555555555556
ZEBULON,2012,4,19,190263.157894736842,2166.8421052631578947
