Township,Deeded_Acreage,Total_sale_Price,Year_Built,HEATED_AREA,DESIGN_STYLE,BATH,Story_Height,PHYSICAL_CITY,PHYSICAL_ZIP_CODE,year,month,Quarter
5,0.17,149500,2002,1668,A,C,A,MORRISVILLE,27560.0,2002,6,2
5,0.25,163000,2002,1919,A,D,C,MORRISVILLE,27560.0,2002,7,3
5,0.19,247000,2002,1994,A,D,C,MORRISVILLE,27560.0,2007,8,3
5,0.2,222500,2002,1722,A,D,B,MORRISVILLE,27560.0,2009,12,4
5,0.19,174000,2002,1954,A,D,C,MORRISVILLE,27560.0,2002,10,4
5,0.2,164500,2002,1771,A,D,C,MORRISVILLE,27560.0,2002,8,3
5,0.22,230000,2002,1759,A,D,C,MORRISVILLE,27560.0,2006,10,4
13,0.08,112500,2000,1341,C,D,C,RALEIGH,27616.0,2002,2,1
17,1.01,171000,2003,1546,A,C,A,KNIGHTDALE,27545.0,2009,12,4
15,1.13,128000,2005,2552,A,E,K,GARNER,27529.0,2009,2,1
15,1.45,240000,2005,2362,A,D,A,RALEIGH,27603.0,2005,7,3
20,0.53,183500,2002,1822,A,D,I,APEX,27502.0,2003,11,4
6,0.28,277000,2003,2674,A,D,K,HOLLY SPRINGS,27540.0,2004,6,2
6,0.34,284000,2003,3350,A,D,C,HOLLY SPRINGS,27540.0,2003,12,4
6,0.4,223000,2003,2454,A,D,A,HOLLY SPRINGS,27540.0,2004,8,3
6,0.29,236000,2002,2378,A,D,C,HOLLY SPRINGS,27540.0,2003,4,2
6,0.29,250000,2002,2432,A,D,C,HOLLY SPRINGS,27540.0,2007,5,2
6,0.33,222000,2002,2090,A,D,A,HOLLY SPRINGS,27540.0,2002,11,4
6,0.4,256000,2002,2186,A,D,C,HOLLY SPRINGS,27540.0,2006,10,4
6,0.32,254000,2002,1930,A,D,C,HOLLY SPRINGS,27540.0,2006,10,4
6,0.32,218000,2002,2160,A,D,C,HOLLY SPRINGS,27540.0,2002,10,4
6,0.32,213500,2002,2211,A,D,C,HOLLY SPRINGS,27540.0,2002,12,4
6,0.31,241500,2002,2023,A,D,C,HOLLY SPRINGS,27540.0,2002,9,3
6,0.24,210000,2002,2114,A,D,C,HOLLY SPRINGS,27540.0,2002,8,3
6,0.43,212000,2002,2066,A,D,A,HOLLY SPRINGS,27540.0,2002,7,3
6,0.23,270000,2002,2418,A,D,C,HOLLY SPRINGS,27540.0,2008,7,3
6,0.23,211000,2002,2400,A,D,B,HOLLY SPRINGS,27540.0,2003,7,3
6,0.3,269000,2002,2654,A,D,C,HOLLY SPRINGS,27540.0,2007,4,2
6,0.29,290000,2002,2756,A,D,I,HOLLY SPRINGS,27540.0,2008,7,3
6,0.24,260000,2003,2454,A,D,I,HOLLY SPRINGS,27540.0,2008,9,3
18,1.44,525000,2002,3848,A,F,B,RALEIGH,27606.0,2003,8,3
4,0.42,365000,2002,2750,A,D,C,CARY,27513.0,2002,9,3
4,0.7,408500,2002,2533,A,D,C,CARY,27513.0,2009,3,1
4,0.3,320000,2002,2657,A,D,C,CARY,27513.0,2002,12,4
4,0.31,428500,2002,2930,A,D,C,CARY,27513.0,2005,5,2
4,0.32,353500,2002,2728,A,D,C,CARY,27513.0,2002,10,4
4,0.25,400000,2004,2679,A,D,C,CARY,27513.0,2009,8,3
4,0.22,365000,2003,2775,A,F,C,CARY,27513.0,2003,11,4
4,0.28,405000,2003,3146,A,F,C,CARY,27513.0,2003,8,3
4,0.26,374000,2003,2878,A,F,C,CARY,27513.0,2003,7,3
4,0.37,361500,2002,3096,A,F,C,CARY,27513.0,2003,3,1
4,0.31,350000,2002,2743,A,D,C,CARY,27513.0,2002,9,3
4,0.25,376000,2002,2509,A,D,C,CARY,27513.0,2005,4,2
5,0.08,367000,2002,2812,C,D,B,RALEIGH,27617.0,2004,6,2
5,0.07,139000,2001,1632,C,D,I,MORRISVILLE,27560.0,2002,5,2
2,1.63,837000,2003,4450,A,F,C,RALEIGH,27614.0,2006,10,4
13,0.06,104000,2001,1041,C,C,A,RALEIGH,27616.0,2002,1,1
13,0.05,101000,2001,1036,C,C,A,RALEIGH,27616.0,2006,5,2
13,0.04,124500,2001,1662,C,D,C,RALEIGH,27616.0,2002,1,1
2,1.21,678500,2004,4152,A,F,B,RALEIGH,27614.0,2004,12,4
2,1.27,855000,2004,4624,A,F,B,RALEIGH,27614.0,2007,2,1
9,0.75,197000,2008,1904,A,C,A,ZEBULON,27597.0,2009,3,1
12,0.24,189500,2004,1842,A,D,C,FUQUAY VARINA,27526.0,2004,8,3
12,0.23,205000,2003,2026,A,D,A,FUQUAY VARINA,27526.0,2003,10,4
12,0.23,170000,2002,1543,A,C,A,FUQUAY VARINA,27526.0,2003,3,1
12,0.29,210000,2003,1597,A,C,A,FUQUAY VARINA,27526.0,2009,11,4
12,0.34,167000,2003,1981,A,D,I,FUQUAY VARINA,27526.0,2004,5,2
12,0.23,186500,2003,1503,A,D,A,FUQUAY VARINA,27526.0,2003,10,4
12,0.27,187500,2003,1456,A,C,A,FUQUAY VARINA,27526.0,2007,10,4
12,0.27,176000,2002,1738,A,D,C,FUQUAY VARINA,27526.0,2002,7,3
12,0.27,190000,2002,1565,A,D,K,FUQUAY VARINA,27526.0,2006,9,3
12,0.24,176000,2003,1610,A,C,A,FUQUAY VARINA,27526.0,2004,10,4
12,0.26,181000,2002,1732,A,C,A,FUQUAY VARINA,27526.0,2002,11,4
12,0.24,183000,2002,2066,A,C,A,FUQUAY VARINA,27526.0,2002,10,4
12,0.25,192500,2002,1744,A,D,B,FUQUAY VARINA,27526.0,2006,7,3
12,0.25,274000,2003,2378,A,E,A,FUQUAY VARINA,27526.0,2006,9,3
12,0.25,191500,2003,1949,A,C,A,FUQUAY VARINA,27526.0,2003,4,2
12,0.25,210000,2002,1955,A,C,A,FUQUAY VARINA,27526.0,2003,2,1
12,0.32,224000,2003,2625,A,D,B,FUQUAY VARINA,27526.0,2003,6,2
12,0.44,224500,2003,2294,A,F,A,FUQUAY VARINA,27526.0,2003,6,2
12,0.35,255000,2003,2297,A,E,I,FUQUAY VARINA,27526.0,2007,4,2
12,0.27,204000,2002,2362,A,D,C,FUQUAY VARINA,27526.0,2002,6,2
12,0.26,174500,2003,1761,A,C,A,FUQUAY VARINA,27526.0,2003,8,3
20,0.32,254000,2002,2102,A,D,C,APEX,27502.0,2002,7,3
20,0.22,257500,2003,2698,A,D,C,APEX,27502.0,2003,10,4
20,0.19,262000,2003,2903,A,F,C,APEX,27502.0,2003,8,3
20,0.16,247000,2002,2164,A,D,C,APEX,27502.0,2002,10,4
20,0.15,293000,2002,2349,A,D,C,APEX,27502.0,2005,5,2
20,0.19,322500,2002,2506,A,D,B,APEX,27502.0,2002,7,3
20,0.14,325000,2003,2784,A,D,C,APEX,27502.0,2008,3,1
20,0.14,273000,2002,2412,A,E,C,APEX,27502.0,2002,8,3
20,0.14,264000,2003,2408,A,D,C,APEX,27502.0,2003,4,2
20,0.17,290000,2002,2549,A,D,C,APEX,27502.0,2005,8,3
20,0.17,239000,2002,2390,A,D,C,APEX,27502.0,2003,3,1
15,0.69,243000,2002,2344,A,D,C,GARNER,27529.0,2007,12,4
15,0.71,284000,2003,2589,A,D,B,GARNER,27529.0,2003,10,4
15,0.77,237000,2003,2429,A,D,C,GARNER,27529.0,2004,5,2
15,0.71,259000,2003,2412,A,D,A,GARNER,27529.0,2004,10,4
1,0.1,215000,2004,2297,A,F,C,RALEIGH,27604.0,2004,7,3
1,0.09,349500,2005,2448,A,F,C,RALEIGH,27604.0,2005,4,2
1,0.08,396000,2004,2687,A,F,C,RALEIGH,27604.0,2005,3,1
1,0.08,490500,2006,2767,A,F,C,RALEIGH,27604.0,2006,8,3
1,0.08,393000,2005,2591,A,F,C,RALEIGH,27604.0,2006,2,1
1,0.08,429500,2005,2693,A,F,C,RALEIGH,27604.0,2005,8,3
1,0.08,319500,2004,2263,A,F,C,RALEIGH,27604.0,2004,12,4
1,0.08,430000,2002,2616,A,F,C,RALEIGH,27604.0,2007,8,3
1,0.08,321000,2002,2605,A,F,C,RALEIGH,27604.0,2004,7,3
1,0.08,427500,2002,2311,A,F,C,RALEIGH,27604.0,2007,10,4
1,0.08,254000,2003,1518,A,D,C,RALEIGH,27604.0,2004,3,1
1,0.1,304500,2004,1762,A,D,C,RALEIGH,27604.0,2004,10,4
1,0.1,376000,2004,2693,A,F,C,RALEIGH,27604.0,2004,9,3
1,0.09,360000,2003,2859,A,F,C,RALEIGH,27604.0,2004,5,2
1,0.09,400000,2003,1808,A,D,I,RALEIGH,27604.0,2008,9,3
1,0.09,329000,2003,2277,A,F,B,RALEIGH,27604.0,2003,7,3
1,0.09,340500,2002,2699,A,F,C,RALEIGH,27604.0,2003,3,1
1,0.09,555000,2003,2679,A,F,C,RALEIGH,27604.0,2007,9,3
1,0.09,412500,2006,2871,A,F,C,RALEIGH,27604.0,2006,11,4
1,0.09,350000,2005,3051,A,F,C,RALEIGH,27604.0,2005,11,4
1,0.09,300000,2005,2836,A,F,C,RALEIGH,27604.0,2006,4,2
1,0.09,312500,2004,2283,A,F,C,RALEIGH,27604.0,2004,11,4
1,0.08,385000,2007,2487,A,F,C,RALEIGH,27604.0,2009,8,3
1,0.09,410500,2004,2753,A,F,C,RALEIGH,27604.0,2004,9,3
1,0.11,389500,2005,2343,A,F,C,RALEIGH,27604.0,2005,8,3
1,0.1,434000,2005,2971,A,F,C,RALEIGH,27604.0,2005,12,4
20,0.11,185500,2002,1488,A,C,B,CARY,27519.0,2002,11,4
20,0.08,205500,2002,1397,A,C,B,CARY,27519.0,2006,2,1
20,0.09,208500,2002,1896,A,D,C,CARY,27519.0,2002,9,3
20,0.1,170000,2002,1499,A,D,B,CARY,27519.0,2003,5,2
20,0.08,239500,2002,1794,A,D,B,CARY,27519.0,2007,6,2
20,0.11,259500,2002,1918,A,C,B,CARY,27519.0,2006,4,2
20,0.14,230000,2002,2463,A,D,C,CARY,27519.0,2003,6,2
20,0.09,235000,2003,1702,A,D,C,CARY,27519.0,2007,8,3
20,0.08,237000,2003,1886,A,D,C,CARY,27519.0,2007,7,3
20,0.08,175000,2003,1702,A,D,C,CARY,27519.0,2003,12,4
20,0.08,245000,2003,1886,A,D,C,CARY,27519.0,2008,5,2
20,0.1,325000,2003,2754,A,D,I,CARY,27519.0,2007,11,4
20,0.1,250000,2003,2292,A,D,C,CARY,27519.0,2004,5,2
20,0.1,290000,2003,2076,A,D,C,CARY,27519.0,2007,7,3
20,0.11,309500,2002,2334,A,E,B,CARY,27519.0,2007,7,3
1,0.09,383500,2006,2355,A,F,C,RALEIGH,27604.0,2006,3,1
1,0.1,622000,2006,3125,A,F,C,RALEIGH,27604.0,2007,2,1
1,0.1,454000,2006,3290,A,F,C,RALEIGH,27604.0,2006,7,3
20,0.35,295000,2002,2737,A,D,K,APEX,27502.0,2004,5,2
20,0.56,286000,2002,3520,A,D,C,APEX,27502.0,2003,1,1
20,0.39,290000,2003,2871,A,F,C,APEX,27502.0,2003,12,4
20,0.23,265000,2002,2397,A,C,C,APEX,27502.0,2002,12,4
20,0.16,243000,2002,2144,A,D,C,APEX,27502.0,2002,10,4
20,0.24,262000,2002,2292,A,D,C,APEX,27502.0,2002,8,3
20,0.15,260000,2003,2257,A,D,C,APEX,27502.0,2003,9,3
6,0.41,266000,2002,2225,A,E,I,HOLLY SPRINGS,27540.0,2003,7,3
6,0.24,240000,2002,2230,A,D,C,HOLLY SPRINGS,27540.0,2002,12,4
6,0.3,353000,2002,2616,A,E,B,HOLLY SPRINGS,27540.0,2008,10,4
6,0.3,229500,2003,2282,A,E,B,HOLLY SPRINGS,27540.0,2003,5,2
6,0.29,410000,2002,2643,A,D,C,HOLLY SPRINGS,27540.0,2008,8,3
6,0.29,250000,2002,2736,A,D,C,HOLLY SPRINGS,27540.0,2003,3,1
6,0.28,250500,2002,2220,A,D,C,HOLLY SPRINGS,27540.0,2002,11,4
6,0.3,275000,2004,2832,A,F,C,HOLLY SPRINGS,27540.0,2004,6,2
6,0.66,274000,2003,2549,A,D,C,HOLLY SPRINGS,27540.0,2003,9,3
6,0.38,325000,2003,2591,A,D,C,HOLLY SPRINGS,27540.0,2004,11,4
6,0.39,320000,2002,1957,A,D,I,HOLLY SPRINGS,27540.0,2007,10,4
6,0.54,320000,2002,2575,A,D,C,HOLLY SPRINGS,27540.0,2004,5,2
6,0.49,340000,2002,2594,A,E,B,HOLLY SPRINGS,27540.0,2005,10,4
6,0.33,360000,2002,2624,A,D,C,HOLLY SPRINGS,27540.0,2009,5,2
6,0.42,244500,2002,2646,A,D,C,HOLLY SPRINGS,27540.0,2002,12,4
6,0.38,243500,2003,2418,A,D,I,HOLLY SPRINGS,27540.0,2003,6,2
6,0.44,269000,2002,3888,A,D,C,HOLLY SPRINGS,27540.0,2003,5,2
6,0.76,330000,2003,2903,A,D,I,HOLLY SPRINGS,27540.0,2008,10,4
8,0.04,155000,2002,1276,C,D,C,RALEIGH,27613.0,2009,9,3
8,0.04,141500,2002,1276,C,D,C,RALEIGH,27613.0,2006,10,4
8,0.04,128000,2002,1276,C,D,C,RALEIGH,27613.0,2002,5,2
8,0.04,155000,2002,1276,C,D,C,RALEIGH,27613.0,2009,10,4
8,0.04,136500,2002,1276,C,D,C,RALEIGH,27613.0,2005,8,3
8,0.04,153000,2002,1276,C,D,C,RALEIGH,27613.0,2007,6,2
8,0.04,147000,2002,1906,C,F,C,RALEIGH,27613.0,2002,10,4
8,0.04,132000,2003,2026,C,D,C,RALEIGH,27613.0,2003,6,2
8,0.04,129000,2002,1276,C,D,C,RALEIGH,27613.0,2002,10,4
10,0.23,100000,2003,1323,A,C,A,WENDELL,27591.0,2004,7,3
10,0.23,103000,2002,1360,A,C,A,WENDELL,27591.0,2003,9,3
10,0.27,115000,2002,1225,A,C,A,WENDELL,27591.0,2008,7,3
10,0.23,110000,2002,1200,A,C,A,WENDELL,27591.0,2008,4,2
10,0.23,110500,2002,1366,A,C,A,WENDELL,27591.0,2003,8,3
10,0.25,94000,2002,1127,A,C,A,WENDELL,27591.0,2003,10,4
10,0.23,127500,2002,1340,A,D,A,WENDELL,27591.0,2002,9,3
10,0.23,136000,2002,1457,A,C,A,WENDELL,27591.0,2002,8,3
10,0.23,138000,2002,1518,A,D,C,WENDELL,27591.0,2006,3,1
10,0.23,126000,2002,1326,A,C,A,WENDELL,27591.0,2008,6,2
10,0.23,125000,2003,1340,A,C,A,WENDELL,27591.0,2008,1,1
10,0.23,148000,2002,1604,A,C,C,WENDELL,27591.0,2002,11,4
10,0.23,167000,2006,1642,A,C,A,WENDELL,27591.0,2007,5,2
10,0.24,106500,2003,1354,A,C,A,WENDELL,27591.0,2003,12,4
10,0.24,143000,2002,1517,A,D,A,WENDELL,27591.0,2006,6,2
10,0.24,140000,2002,1688,A,D,C,WENDELL,27591.0,2003,6,2
10,0.23,137500,2003,1361,A,C,A,WENDELL,27591.0,2009,8,3
10,0.11,112000,2002,1178,A,C,A,KNIGHTDALE,27545.0,2006,6,2
10,0.11,100000,2002,1114,A,C,A,KNIGHTDALE,27545.0,2007,5,2
10,0.11,104000,2002,1149,A,C,A,KNIGHTDALE,27545.0,2002,10,4
10,0.11,100000,2002,1134,A,C,A,KNIGHTDALE,27545.0,2003,1,1
10,0.11,116000,2002,1143,A,C,A,KNIGHTDALE,27545.0,2007,8,3
10,0.11,108000,2002,1149,A,C,A,KNIGHTDALE,27545.0,2002,11,4
10,0.11,105000,2002,1148,A,C,A,KNIGHTDALE,27545.0,2002,9,3
10,0.17,115000,2003,1211,A,C,A,KNIGHTDALE,27545.0,2007,5,2
10,0.12,104000,2002,1182,A,C,A,KNIGHTDALE,27545.0,2002,12,4
10,0.12,111000,2002,1148,A,C,A,KNIGHTDALE,27545.0,2002,11,4
10,0.12,106000,2002,1178,A,C,A,KNIGHTDALE,27545.0,2003,1,1
10,0.13,103000,2002,1143,A,C,A,KNIGHTDALE,27545.0,2003,3,1
10,0.13,107000,2002,1149,A,C,A,KNIGHTDALE,27545.0,2002,12,4
10,0.13,110000,2003,1143,A,C,A,KNIGHTDALE,27545.0,2003,8,3
10,0.11,107000,2003,1177,A,C,A,KNIGHTDALE,27545.0,2003,5,2
10,0.12,111000,2003,1166,A,C,A,KNIGHTDALE,27545.0,2007,6,2
10,0.13,112000,2002,1152,A,C,A,KNIGHTDALE,27545.0,2002,8,3
10,0.13,110000,2002,1143,A,C,A,KNIGHTDALE,27545.0,2003,5,2
10,0.13,107000,2002,1197,A,C,A,KNIGHTDALE,27545.0,2002,11,4
10,0.11,104000,2002,1150,A,C,A,KNIGHTDALE,27545.0,2002,6,2
10,0.14,102000,2002,1149,A,C,A,KNIGHTDALE,27545.0,2002,9,3
10,0.12,108000,2003,1166,A,C,A,KNIGHTDALE,27545.0,2003,6,2
10,0.12,105000,2002,1162,A,C,A,KNIGHTDALE,27545.0,2003,3,1
10,0.17,102000,2002,1143,A,C,A,KNIGHTDALE,27545.0,2002,6,2
10,0.12,103000,2002,1182,A,C,A,KNIGHTDALE,27545.0,2003,2,1
10,0.16,109000,2003,1201,A,C,A,KNIGHTDALE,27545.0,2003,4,2
10,0.25,109000,2002,1114,A,C,A,KNIGHTDALE,27545.0,2003,1,1
10,0.13,105000,2002,1143,A,C,A,KNIGHTDALE,27545.0,2003,5,2
10,0.13,101000,2002,1182,A,C,A,KNIGHTDALE,27545.0,2003,7,3
10,0.12,109000,2003,1183,A,C,A,KNIGHTDALE,27545.0,2003,5,2
10,0.14,107000,2002,1137,A,C,A,KNIGHTDALE,27545.0,2002,11,4
10,0.12,105000,2003,1201,A,C,A,KNIGHTDALE,27545.0,2003,6,2
5,0.06,209500,2002,2020,C,D,C,MORRISVILLE,27560.0,2002,4,2
6,0.84,275000,2003,2483,A,D,B,FUQUAY VARINA,27526.0,2004,8,3
6,0.91,305000,2003,2430,A,D,A,FUQUAY VARINA,27526.0,2004,7,3
6,0.69,270000,2003,3204,A,F,C,FUQUAY VARINA,27526.0,2003,12,4
6,0.69,288000,2003,2574,A,E,A,FUQUAY VARINA,27526.0,2004,6,2
6,0.69,273500,2004,1959,A,E,A,FUQUAY VARINA,27526.0,2004,3,1
6,0.9,379000,2003,2871,A,E,I,FUQUAY VARINA,27526.0,2007,2,1
6,1.37,295000,2003,3124,A,D,B,FUQUAY VARINA,27526.0,2005,9,3
6,0.73,332500,2002,2909,A,E,B,FUQUAY VARINA,27526.0,2003,2,1
6,1.54,323000,2003,2572,A,D,B,FUQUAY VARINA,27526.0,2005,9,3
6,1.37,390000,2003,2860,A,E,A,FUQUAY VARINA,27526.0,2009,11,4
5,0.13,193000,2003,2274,A,D,C,MORRISVILLE,27560.0,2003,9,3
5,0.12,227000,2002,1872,A,D,C,MORRISVILLE,27560.0,2009,10,4
5,0.13,175500,2002,1968,A,D,C,MORRISVILLE,27560.0,2002,5,2
5,0.13,181500,2002,1925,A,D,C,MORRISVILLE,27560.0,2002,5,2
5,0.12,170000,2002,1944,A,D,C,MORRISVILLE,27560.0,2002,6,2
5,0.15,250000,2002,2796,A,D,C,MORRISVILLE,27560.0,2009,7,3
5,0.15,270000,2002,2796,A,D,C,MORRISVILLE,27560.0,2007,8,3
5,0.13,199000,2002,1944,A,D,C,MORRISVILLE,27560.0,2004,9,3
5,0.12,178000,2002,1966,A,D,C,MORRISVILLE,27560.0,2002,9,3
5,0.12,160000,2002,1944,A,D,C,MORRISVILLE,27560.0,2003,2,1
5,0.17,176500,2002,1872,A,D,C,MORRISVILLE,27560.0,2002,7,3
5,0.15,180000,2002,1956,A,D,C,MORRISVILLE,27560.0,2002,10,4
5,0.14,175000,2002,1872,A,D,C,MORRISVILLE,27560.0,2002,10,4
5,0.2,257000,2002,1944,A,D,C,MORRISVILLE,27560.0,2006,6,2
5,0.14,172000,2002,1409,A,D,C,MORRISVILLE,27560.0,2004,1,1
5,0.17,250000,2002,1944,A,D,C,MORRISVILLE,27560.0,2005,8,3
5,0.15,200000,2002,1944,A,D,C,MORRISVILLE,27560.0,2002,9,3
5,0.19,191000,2002,2796,A,F,C,MORRISVILLE,27560.0,2002,10,4
5,0.14,190000,2002,1625,A,D,C,MORRISVILLE,27560.0,2005,7,3
5,0.15,166000,2002,1872,A,D,C,MORRISVILLE,27560.0,2002,7,3
5,0.13,169000,2002,1944,A,D,C,MORRISVILLE,27560.0,2002,12,4
16,0.17,133500,2002,1644,A,D,C,RALEIGH,27610.0,2002,6,2
16,0.17,129500,2003,1310,A,D,B,RALEIGH,27610.0,2003,3,1
16,0.17,135000,2003,1624,A,C,A,RALEIGH,27610.0,2006,1,1
16,0.17,119000,2003,1340,A,C,A,RALEIGH,27610.0,2007,7,3
16,0.19,117500,2002,1152,A,C,A,RALEIGH,27610.0,2002,8,3
16,0.2,133000,2003,1388,A,C,A,RALEIGH,27610.0,2007,2,1
16,0.2,121000,2002,1784,A,D,C,RALEIGH,27610.0,2002,10,4
16,0.17,114000,2002,1152,A,C,A,RALEIGH,27610.0,2002,12,4
16,0.2,127000,2003,1384,A,C,A,RALEIGH,27610.0,2007,1,1
16,0.19,116000,2003,1152,A,C,A,RALEIGH,27610.0,2004,7,3
16,0.2,123000,2003,1384,A,C,A,RALEIGH,27610.0,2008,4,2
16,0.21,120500,2002,1704,A,D,C,RALEIGH,27610.0,2002,10,4
16,0.19,120500,2002,1364,A,C,A,RALEIGH,27610.0,2002,12,4
16,0.18,118500,2002,1364,A,C,A,RALEIGH,27610.0,2002,11,4
16,0.17,139000,2003,1848,A,D,C,RALEIGH,27610.0,2003,1,1
16,0.21,116000,2002,1464,A,D,C,RALEIGH,27610.0,2002,11,4
16,0.21,123500,2003,1464,A,D,C,RALEIGH,27610.0,2003,6,2
1,0.25,107000,2002,1008,A,C,A,RALEIGH,27610.0,2003,1,1
17,0.04,137000,2006,1326,C,D,C,RALEIGH,27604.0,2008,1,1
17,0.06,130000,2006,1326,C,D,C,RALEIGH,27604.0,2009,9,3
17,0.05,125000,2006,1326,C,D,C,RALEIGH,27604.0,2007,1,1
17,0.05,112000,2005,1020,C,D,C,RALEIGH,27604.0,2006,1,1
17,0.06,107000,2005,1020,C,D,C,RALEIGH,27604.0,2007,4,2
17,0.14,114000,2005,1020,C,D,C,RALEIGH,27604.0,2009,7,3
17,0.05,131000,2005,1276,C,D,C,RALEIGH,27604.0,2006,5,2
17,0.06,131000,2005,1276,C,D,C,RALEIGH,27604.0,2006,5,2
17,0.08,126000,2006,1326,C,D,C,RALEIGH,27604.0,2006,4,2
13,0.06,111000,2002,1041,C,C,A,RALEIGH,27616.0,2002,5,2
17,0.32,132000,2002,1500,A,D,C,RALEIGH,27616.0,2002,7,3
17,0.32,152000,2002,1687,A,D,C,RALEIGH,27616.0,2005,9,3
19,0.23,224000,2002,2225,A,D,I,WAKE FOREST,27587.0,2008,4,2
19,0.19,260000,2003,2562,A,D,C,WAKE FOREST,27587.0,2008,9,3
19,0.31,201000,2004,2562,A,D,C,WAKE FOREST,27587.0,2004,5,2
19,0.2,230500,2003,2588,A,D,C,WAKE FOREST,27587.0,2003,6,2
19,0.2,203000,2003,2652,A,D,C,WAKE FOREST,27587.0,2003,9,3
13,0.06,119000,2002,1408,C,D,C,RALEIGH,27616.0,2003,5,2
13,0.06,119000,2003,1408,C,D,C,RALEIGH,27616.0,2003,7,3
13,0.09,121000,2003,1408,C,D,C,RALEIGH,27616.0,2003,9,3
13,0.05,120000,2003,1628,C,D,C,RALEIGH,27616.0,2004,8,3
13,0.08,116000,2003,1303,C,D,B,RALEIGH,27616.0,2005,7,3
13,0.08,125000,2003,1303,C,D,B,RALEIGH,27616.0,2004,12,4
13,0.05,107000,2004,1474,C,D,C,RALEIGH,27616.0,2009,2,1
13,0.09,143000,2004,1606,C,D,C,RALEIGH,27616.0,2004,9,3
13,0.05,135000,2004,1606,C,D,C,RALEIGH,27616.0,2005,6,2
13,0.09,140000,2004,1606,C,D,C,RALEIGH,27616.0,2005,5,2
13,0.09,137000,2003,1303,C,D,B,RALEIGH,27616.0,2007,4,2
13,0.05,128000,2003,1628,C,D,C,RALEIGH,27616.0,2004,4,2
13,0.11,160000,2003,1908,C,D,C,RALEIGH,27616.0,2008,1,1
13,0.09,118500,2002,1226,C,D,C,RALEIGH,27616.0,2007,7,3
13,0.11,117500,2002,1226,C,D,C,RALEIGH,27616.0,2005,6,2
13,0.12,112000,2002,1158,C,C,B,RALEIGH,27616.0,2005,7,3
13,0.15,124000,2002,1275,C,D,B,RALEIGH,27616.0,2002,10,4
13,0.07,118000,2002,1275,C,C,B,RALEIGH,27616.0,2002,12,4
13,0.08,115000,2003,1310,C,D,B,RALEIGH,27616.0,2004,9,3
13,0.11,120000,2003,1310,C,D,B,RALEIGH,27616.0,2009,11,4
13,0.07,122000,2004,1436,C,D,C,RALEIGH,27616.0,2005,1,1
13,0.09,115000,2004,1436,C,D,C,RALEIGH,27616.0,2004,5,2
13,0.06,118000,2003,1474,C,D,C,RALEIGH,27616.0,2003,12,4
14,0.99,318000,2002,2636,A,D,C,WAKE FOREST,27587.0,2004,1,1
14,0.92,370000,2004,3401,A,D,B,WAKE FOREST,27587.0,2005,3,1
14,1.4,328000,2003,2713,A,D,J,WAKE FOREST,27587.0,2003,12,4
14,0.94,350000,2004,3377,A,D,C,WAKE FOREST,27587.0,2004,10,4
14,1.17,324500,2002,3045,A,D,C,WAKE FOREST,27587.0,2003,7,3
14,1.09,361000,2006,2135,A,E,B,WAKE FOREST,27587.0,2007,12,4
14,1.49,300000,2002,2700,A,D,B,WAKE FOREST,27587.0,2008,7,3
14,1.7,324000,2002,2412,A,D,A,WAKE FOREST,27587.0,2003,8,3
14,0.97,367500,2004,3037,A,E,B,WAKE FOREST,27587.0,2004,10,4
14,1.57,362000,2004,2685,A,E,C,WAKE FOREST,27587.0,2006,12,4
14,1.08,349500,2004,3064,A,D,B,WAKE FOREST,27587.0,2004,4,2
14,1.15,372500,2004,3298,A,E,B,WAKE FOREST,27587.0,2005,1,1
14,1.05,344000,2003,3036,A,D,B,WAKE FOREST,27587.0,2003,8,3
14,0.93,333000,2002,2850,A,D,C,WAKE FOREST,27587.0,2004,12,4
14,0.97,330000,2002,2775,A,F,B,WAKE FOREST,27587.0,2008,10,4
14,0.96,325000,2004,2916,A,D,C,WAKE FOREST,27587.0,2005,3,1
17,0.19,158500,2003,2630,A,F,C,RALEIGH,27616.0,2003,3,1
17,0.22,215000,2003,2408,A,D,C,RALEIGH,27616.0,2007,2,1
17,0.22,159500,2003,2527,J,E,A,RALEIGH,27616.0,2003,4,2
17,0.21,175000,2003,1576,A,C,A,RALEIGH,27616.0,2007,4,2
17,0.23,167500,2003,2497,J,E,A,RALEIGH,27616.0,2003,6,2
17,0.23,165000,2003,2497,J,E,A,RALEIGH,27616.0,2003,5,2
17,0.22,185000,2003,2408,A,D,C,RALEIGH,27616.0,2005,10,4
17,0.19,163000,2003,2497,J,E,A,RALEIGH,27616.0,2003,6,2
17,0.18,184000,2003,2497,J,E,A,RALEIGH,27616.0,2005,8,3
17,0.18,164500,2003,2292,A,D,C,RALEIGH,27616.0,2003,5,2
17,0.18,160000,2003,2292,A,D,C,RALEIGH,27616.0,2003,7,3
17,0.2,137000,2003,1748,A,D,C,RALEIGH,27616.0,2003,5,2
17,0.18,163000,2003,2397,A,D,C,RALEIGH,27616.0,2003,3,1
17,0.18,154000,2003,2497,J,E,A,RALEIGH,27616.0,2003,4,2
17,0.23,161000,2003,2497,J,E,A,RALEIGH,27616.0,2003,5,2
17,0.21,138000,2002,1728,A,D,C,RALEIGH,27616.0,2003,2,1
17,0.18,147500,2002,1828,A,D,C,RALEIGH,27616.0,2003,1,1
7,0.07,298000,2002,2679,C,F,C,RALEIGH,27615.0,2002,12,4
